,Beer,Total_Votes,Rating,Brewery,Beer_Style,ABV,Region,Latitude,Longitude
652,Framboise For A Cure,"1,068",4.43,Russian River Brewing Company,American Wild Ale,6.50%,pacific,38.441804,-122.711642
653,Rue D'Floyd,758,4.43,The Bruery,American Imperial Porter,14.40%,pacific,33.8711,-117.8628
654,Compunction,293,4.44,Russian River Brewing Company,American Wild Ale,7.40%,pacific,38.441804,-122.711642
655,Sour In The Rye - Peaches,582,4.43,Bruery Terreux,American Wild Ale,7.00%,pacific,33.8574219,-117.8425009
656,Yojo,93,4.48,Moonraker Brewing Company,New England IPA,7.00%,pacific,38.950533,-121.081752
657,Exponential Hoppiness,"1,328",4.42,Alpine Beer Company,American Imperial IPA,11.00%,pacific,32.7157,-117.1611
658,Double Dobis,161,4.45,Cellarmaker Brewing Co.,American Imperial IPA,8.50%,pacific,37.777171,-122.41073
659,Oude Tart - Cherries,"1,201",4.42,Bruery Terreux,Flanders Red Ale,8.80%,pacific,33.8574219,-117.8425009
660,Recency Effect,37,4.56,Sante Adairius Rustic Ales,Belgian Saison,7.00%,pacific,36.9832373,-121.9496012
661,Enjoy By IPA,"11,079",4.41,Stone Brewing,American Imperial IPA,9.40%,pacific,33.1192,-117.0864
662,Map Of The Sun,499,4.42,The Rare Barrel,American Wild Ale,6.30%,pacific,37.8586341,-122.2918012
663,Mélange No. 3,"2,010",4.41,The Bruery,American Strong Ale,16.30%,pacific,33.8711,-117.8628
664,Old Stock Cellar Reserve (Aged In Bourbon Barrels),"1,118",4.41,North Coast Brewing Co.,English Old Ale,13.16%,pacific,39.4457,-123.8053
665,Bomb Atomically,72,4.48,Monkish Brewing Co.,American Imperial IPA,8.30%,pacific,33.8463468,-118.3103487
666,Babbleship,34,4.56,Monkish Brewing Co.,New England IPA,8.20%,pacific,33.8463468,-118.3103487
667,Black Tuesday - Port Barrel-Aged,131,4.44,The Bruery,American Imperial Stout,17.80%,pacific,33.8711,-117.8628
668,Born Yesterday Pale Ale,"2,675",4.4,Lagunitas Brewing Company,American Pale Ale (APA),7.70%,pacific,38.2324,-122.6367
669,Mikhail's Odd,128,4.44,Stone Brewing,American Imperial Stout,13.90%,pacific,33.1192,-117.0864
670,Victory At Sea - Barrel-Aged,363,4.41,Ballast Point Brewing Company,American Imperial Porter,12.20%,pacific,32.7157,-117.1611
671,Box Set Track #10 - Bat Out Of Hell,"1,120",4.4,The Lost Abbey,American Imperial Stout,13.50%,pacific,33.1434,-117.1661
672,Sour In The Rye - Kumquats,"1,009",4.4,Bruery Terreux,American Wild Ale,7.20%,pacific,33.8574219,-117.8425009
673,Bretta Rosé,969,4.4,Firestone Walker Brewing Co.,Berliner Weisse,5.30%,pacific,35.6369,-120.6545
674,Spock It,117,4.44,Monkish Brewing Co.,New England IPA,6.50%,pacific,33.8463468,-118.3103487
675,The Pupil,937,4.4,Societe Brewing Co.,American IPA,7.50%,pacific,32.833882,-117.1463722
676,Adios Ghost,18,4.69,Monkish Brewing Co.,American Imperial IPA,10.20%,pacific,33.8463468,-118.3103487
677,Victory At Sea - Coffee And Vanilla,"7,106",4.39,Ballast Point Brewing Company,American Imperial Porter,10.00%,pacific,32.7157,-117.1611
678,"Home, Sour Home",439,4.4,The Rare Barrel,American Wild Ale,5.80%,pacific,37.8586341,-122.2918012
679,Beats Is Infinite,62,4.47,Monkish Brewing Co.,American Imperial IPA,8.30%,pacific,33.8463468,-118.3103487
680,Cask 200,352,4.4,Sante Adairius Rustic Ales,American Wild Ale,6.50%,pacific,36.9832373,-121.9496012
681,Infinite Wishes,141,4.42,Smog City Brewing,American Imperial Stout,12.00%,pacific,33.8470903,-118.3136865
682,Sculpin,"14,417",4.38,Ballast Point Brewing Company,American IPA,7.00%,pacific,32.7157,-117.1611
683,Speedway Stout,"7,096",4.38,AleSmith Brewing Company,American Imperial Stout,12.00%,pacific,32.888186,-117.1498484
684,DOJO,73,4.45,Moonraker Brewing Company,American Imperial IPA,8.40%,pacific,38.950533,-121.081752
685,Coconut Rye Parabola,120,4.42,Firestone Walker Brewing Co.,Russian Imperial Stout,12.20%,pacific,35.6369,-120.6545
686,Soliloquy,198,4.4,The Rare Barrel,American Wild Ale,5.40%,pacific,37.8586341,-122.2918012
687,Zeus Imperial IPA,181,4.4,Lengthwise Brewing Company,American Imperial IPA,10.00%,pacific,35.3134024,-119.0881211
688,Hopfather,180,4.4,Russian River Brewing Company,American IPA,7.00%,pacific,38.441804,-122.711642
689,I Never Sleep,43,4.49,Monkish Brewing Co.,American Imperial IPA,8.40%,pacific,33.8463468,-118.3103487
690,Speedway Stout - Hammerhead,413,4.38,AleSmith Brewing Company,American Imperial Stout,12.00%,pacific,32.888186,-117.1498484
691,Speedway Stout - Velvet,118,4.41,AleSmith Brewing Company,American Imperial Stout,12.00%,pacific,32.888186,-117.1498484
692,Imperial Coffee And Cigarettes,130,4.4,Cellarmaker Brewing Co.,Smoke Porter,10.40%,pacific,37.777171,-122.41073
693,Dinosaur World,102,4.41,Modern Times Beer,New England IPA,8.00%,pacific,32.7157,-117.1611
694,Speedway Stout - Kopi Luwak,546,4.37,AleSmith Brewing Company,American Imperial Stout,12.00%,pacific,32.888186,-117.1498484
695,Dank Statement,63,4.44,Cellarmaker Brewing Co.,American Imperial IPA,10.80%,pacific,37.777171,-122.41073
696,Blind Pig,"5,940",4.36,Russian River Brewing Company,American IPA,6.25%,pacific,38.441804,-122.711642
697,Stronger Than Fiction,161,4.39,Bottle Logic Brewing,American Strong Ale,14.20%,pacific,33.8495445,-117.8597746
698,Frambuesa De La Casa,33,4.51,Casa Agria Specialty Ales,Belgian Saison,6.70%,pacific,34.2082229,-119.12834
699,Tart Of Darkness - Cherries And Vanilla,445,4.37,Bruery Terreux,American Wild Ale,7.00%,pacific,33.8574219,-117.8425009
700,Ghost In The Machine - Double Dry-Hopped,218,4.63,Parish Brewing Company,New England IPA,8.00%,south,30.1592283,-91.948504
701,BDCS,481,4.52,Ozark Beer Co.,American Imperial Stout,10.20%,south,36.3336597,-94.1148094
702,Ghost In The Machine,915,4.46,Parish Brewing Company,New England IPA,8.00%,south,30.1592283,-91.948504
703,El Gordo,130,4.48,Good People Brewing Company,Russian Imperial Stout,13.90%,south,33.5069731,-86.8121879
704,Rêve,101,4.45,Parish Brewing Company,American Stout,6.60%,south,30.1592283,-91.948504
705,Attention Please,100,4.45,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
706,Astronaut Status,178,4.38,Wiseacre Brewing,American Imperial Stout,12.20%,south,35.14718149999999,-89.96874919999999
707,Nova Vert,145,4.37,Parish Brewing Company,New England IPA,6.80%,south,30.1592283,-91.948504
708,Baba Yaga,22,4.57,Ethereal Brewing,Russian Imperial Stout,13.10%,south,38.0564224,-84.51990900000001
709,Snake Cake,37,4.47,West Sixth Brewing Company,American Imperial Stout,13.00%,south,38.059307,-84.491991
710,70K,357,4.32,Against The Grain Brewery & Smokehouse,English Sweet / Milk Stout,13.00%,south,38.2554896,-85.7440216
711,Attacus Atlas,67,4.38,Parish Brewing Company,American Imperial IPA,9.00%,south,30.1592283,-91.948504
712,Attention Please! - DDH W/ Vic Secret & Mosaic,47,4.41,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
713,Double Homestyle,98,4.35,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
714,Bloom,85,4.35,Parish Brewing Company,New England IPA,6.50%,south,30.1592283,-91.948504
715,Chief Of Chiefs - Double Dry-Hopped,72,4.36,Bearded Iris Brewing,New England IPA,7.50%,south,36.1809983,-86.7860011
716,Onyx Coffee Stout,40,4.4,Ozark Beer Co.,American Stout,5.30%,south,36.3336597,-94.1148094
717,Hitchhiker,117,4.31,Good People Brewing Company,American IPA,7.40%,south,33.5069731,-86.8121879
718,Bourbon Barrel-Aged Laika Stout,177,4.29,Straight To Ale,Russian Imperial Stout,11.70%,south,34.720852,-86.60708699999999
719,Bo & Luke,971,4.25,Against The Grain Brewery & Smokehouse,Russian Imperial Stout,13.00%,south,38.2554896,-85.7440216
720,Illudium,88,4.29,Straight To Ale,English Old Ale,11.50%,south,34.720852,-86.60708699999999
721,Homestyle,314,4.25,Bearded Iris Brewing,New England IPA,6.00%,south,36.1809983,-86.7860011
722,Tunnel Vision DDH with Citra,37,4.35,Bearded Iris Brewing,New England IPA,6.80%,south,36.1809983,-86.7860011
723,Snake Handler Double IPA,604,4.24,Good People Brewing Company,American Imperial IPA,10.00%,south,33.5069731,-86.8121879
724,V. Latte,41,4.33,Bearded Iris Brewing,American Imperial Stout,9.40%,south,36.1809983,-86.7860011
725,El Gordo (Barrel Aged),30,4.36,Good People Brewing Company,Russian Imperial Stout,13.90%,south,33.5069731,-86.8121879
726,Double Scatterbrain - DDH W/Citra,70,4.28,Bearded Iris Brewing,American Imperial IPA,8.00%,south,36.1809983,-86.7860011
727,Embrace The Funk - Deux Rouges,106,4.26,Yazoo Brewing Company,Flanders Red Ale,6.20%,south,36.1510224,-86.7821768
728,DDH Tunnel Vision,58,4.29,Bearded Iris Brewing,New England IPA,6.80%,south,36.1809983,-86.7860011
729,Jucifer,121,4.25,Gnarly Barley Brewing Company,New England IPA,6.00%,south,30.49697269999999,-90.47908079999999
730,Cabernet Barrel-Aged Laika Stout,172,4.24,Straight To Ale,Russian Imperial Stout,11.70%,south,34.720852,-86.60708699999999
731,Chasing Rainbows,35,4.33,Bearded Iris Brewing,American IPA,5.80%,south,36.1809983,-86.7860011
732,Hotline,35,4.33,Bearded Iris Brewing,New England IPA,7.00%,south,36.1809983,-86.7860011
733,Grace And Grit,156,4.24,Great Raft Brewing,American Imperial IPA,8.00%,south,32.4885862,-93.7561265
734,Paradise Lost,59,4.28,Southern Prohibition Brewing,American Imperial IPA,8.10%,south,31.3300149,-89.2897574
735,Crowd Control,171,4.23,Southern Prohibition Brewing,American Imperial IPA,8.00%,south,31.3300149,-89.2897574
736,Nighty Night,54,4.27,Lost Forty Brewery,American Imperial Stout,11.20%,south,34.7424497,-92.2593268
737,Snakes In A Barrel,42,4.29,West Sixth Brewing Company,American Imperial Stout,11.00%,south,38.059307,-84.491991
738,Red Handed,62,4.26,Bearded Iris Brewing,American Imperial IPA,7.50%,south,36.1809983,-86.7860011
739,Infinite Sadness,33,4.31,Country Boy Brewing,American Black Ale,12.00%,south,38.0439519,-84.5092689
740,Grand Reserve,99,4.23,Parish Brewing Company,American Barleywine,11.00%,south,30.1592283,-91.948504
741,Attention Please! - DDH W/ Nelson Sauvin,16,4.43,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
742,Attention Please! - DDH W/ Galaxy,21,4.36,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
743,Crowd Control - Double Dry-Hopped,11,4.52,Southern Prohibition Brewing,American Imperial IPA,8.00%,south,31.3300149,-89.2897574
744,DDH Noise Pollution,25,4.33,Southern Grist Brewing Co.,American Imperial IPA,7.50%,south,36.1888142,-86.728782
745,Imperial Reserve,54,4.25,Parish Brewing Company,American Imperial Stout,12.00%,south,30.1592283,-91.948504
746,Catalyst,49,4.25,Bearded Iris Brewing,American Imperial IPA,9.50%,south,36.1809983,-86.7860011
747,Piety,79,4.22,New Orleans Lager & Ale Brewing Company (NOLA),American Wild Ale,4.00%,south,29.9200402,-90.08122949999999
748,TENN No. 12 - Belgian-Style Quad,14,4.43,Tennessee Brew Works,Belgian Quadrupel (Quad),10.00%,south,36.1503993,-86.7761828
749,Hex Clouds,28,4.3,Southern Prohibition Brewing,New England IPA,7.50%,south,31.3300149,-89.2897574
750,Trash Panda IPA,36,4.27,Lost Forty Brewery,New England IPA,7.20%,south,34.7424497,-92.2593268
751,Old Mad Joy,50,4.24,Great Raft Brewing,Baltic Porter,9.00%,south,32.4885862,-93.7561265
752,Black Belle Imperial Stout,106,4.2,Blackstone Brewing Company,American Imperial Stout,10.20%,south,36.1582166,-86.81024459999999
753,Embrace The Funk - Cherry Deux Rouges,46,4.24,Yazoo Brewing Company,Flanders Red Ale,6.20%,south,36.1510224,-86.7821768
754,Chief Of Chiefs,36,4.26,Bearded Iris Brewing,American Imperial IPA,7.50%,south,36.1809983,-86.7860011
755,London Balling,438,4.17,Against The Grain Brewery & Smokehouse,British Barleywine,12.50%,south,38.2554896,-85.7440216
756,Selfie Destruct,22,4.32,Southern Prohibition Brewing,American IPA,6.60%,south,31.3300149,-89.2897574
757,DDH Ever Clever,50,4.23,Bearded Iris Brewing,American Imperial IPA,8.50%,south,36.1809983,-86.7860011
758,Maple Shade,35,4.26,Parish Brewing Company,American Imperial Stout,14.00%,south,30.1592283,-91.948504
759,Oceans Between Us,38,4.25,Great Raft Brewing,American IPA,7.00%,south,32.4885862,-93.7561265
760,Noble Cuvee,67,4.21,Blackberry Farm Brewery,Belgian Saison,6.30%,south,35.762038,-83.9655693
761,Always Something,19,4.34,Southern Grist Brewing Co.,American Imperial IPA,al IPA,south,36.1888142,-86.728782
762,Unobtanium Barrel-Aged Old Ale,260,4.17,Straight To Ale,English Old Ale,11.50%,south,34.720852,-86.60708699999999
763,Korova Milk Porter With Peanut Butter,41,4.24,Gnarly Barley Brewing Company,American Porter,6.20%,south,30.49697269999999,-90.47908079999999
764,Tunnel Vision,73,4.2,Bearded Iris Brewing,New England IPA,6.80%,south,36.1809983,-86.7860011
765,Double IPA,32,4.26,Ozark Beer Co.,American Imperial IPA,8.50%,south,36.3336597,-94.1148094
766,Bloom - Double Dry-Hopped,19,4.32,Parish Brewing Company,American IPA,6.70%,south,30.1592283,-91.948504
767,Fatso,85,4.18,Good People Brewing Company,Russian Imperial Stout,8.50%,south,33.5069731,-86.8121879
768,Scatterbrain,112,4.17,Bearded Iris Brewing,American IPA,6.00%,south,36.1809983,-86.7860011
769,Boil the Ocean,12,4.41,Southern Grist Brewing Co.,American Wild Ale,5.80%,south,36.1888142,-86.728782
770,[Insert Juicy Pun],21,4.29,Southern Grist Brewing Co.,American Imperial IPA,7.90%,south,36.1888142,-86.728782
771,Embrace The Funk - Lovin On Peaches,11,4.43,Yazoo Brewing Company,American Wild Ale,6.00%,south,36.1510224,-86.7821768
772,Process Control,33,4.23,Southern Grist Brewing Co.,American IPA,7.50%,south,36.1888142,-86.728782
773,Embrace The Funk - Cassis Deux Rouges,13,4.38,Yazoo Brewing Company,Flanders Red Ale,6.20%,south,36.1510224,-86.7821768
774,Wavelength,35,4.22,Bearded Iris Brewing,American Imperial IPA,8.30%,south,36.1809983,-86.7860011
775,Envie - Double Dry-Hopped With Galaxy,13,4.37,Parish Brewing Company,American Pale Ale (APA),5.50%,south,30.1592283,-91.948504
776,Imperial Vanilla Black Currant Boysenberry Hill,10,4.44,Southern Grist Brewing Co.,Fruit and Field Beer,7.10%,south,36.1888142,-86.728782
777,Ricochet,17,4.31,Bearded Iris Brewing,American IPA,7.00%,south,36.1809983,-86.7860011
778,Embrace The Funk - Foeder Beer #1,20,4.28,Yazoo Brewing Company,American Wild Ale,5.90%,south,36.1510224,-86.7821768
779,Double Homestyle DDH w/ CITRA,13,4.36,Bearded Iris Brewing,American Imperial IPA,8.20%,south,36.1809983,-86.7860011
780,Downtown North Porter,31,4.22,Druid City Brewing Company,American Imperial Porter,9.10%,south,33.1999728,-87.54507819999999
781,All My Tomorrows,76,4.16,Great Raft Brewing,Belgian Saison,7.00%,south,32.4885862,-93.7561265
782,Embrace The Funk - Deux Rouges Grand Cru,11,4.4,Yazoo Brewing Company,Flanders Red Ale,6.20%,south,36.1510224,-86.7821768
783,NOMAH! (Scavenger Series - Northeast IPA),18,4.29,Mile Wide Beer Co.,American IPA,6.50%,south,38.2460455,-85.733024
784,Sue,872,4.12,Yazoo Brewing Company,American Imperial Porter,9.00%,south,36.1510224,-86.7821768
785,Offbeat,89,4.15,Bearded Iris Brewing,American Imperial IPA,7.50%,south,36.1809983,-86.7860011
786,Kaleidoscope,11,4.39,Bearded Iris Brewing,American IPA,6.00%,south,36.1809983,-86.7860011
787,At Arm's Length,52,4.17,Great Raft Brewing,American Lager,6.00%,south,32.4885862,-93.7561265
788,Uncle Disheveled,15,4.31,Mile Wide Beer Co.,American Stout,5.50%,south,38.2460455,-85.733024
789,Testify,59,4.16,Yalobusha Brewing Company,English Sweet / Milk Stout,9.00%,south,34.1494572,-89.6330807
790,DDH Mixed Greens,28,4.21,Southern Grist Brewing Co.,New England IPA,6.20%,south,36.1888142,-86.728782
791,Heavy Hitter,13,4.33,Yalobusha Brewing Company,American Amber / Red Ale,8.00%,south,34.1494572,-89.6330807
792,Braxton Labs New England IPA #001,23,4.22,Braxton Brewing Company,New England IPA,6.80%,south,39.08289389999999,-84.5109208
793,Mixed Greens,38,4.17,Southern Grist Brewing Co.,American IPA,6.20%,south,36.1888142,-86.728782
794,Mosaic Singularity,16,4.27,Trimtab Brewing Company,New England IPA,6.20%,south,33.512849,-86.79088399999999
795,Big DIPA,15,4.28,Gnarly Barley Brewing Company,American Imperial IPA,8.20%,south,30.49697269999999,-90.47908079999999
796,Răgana - Barrel-Aged,19,4.24,Southern Prohibition Brewing,Baltic Porter,8.80%,south,31.3300149,-89.2897574
797,Breakfast Hero,31,4.18,Trimtab Brewing Company,English Sweet / Milk Stout,8.50%,south,33.512849,-86.79088399999999
798,Fad-tastic Vol. 1,13,4.3,Ethereal Brewing,New England IPA,7.10%,south,38.0564224,-84.51990900000001
799,Jigsaw,13,4.3,Bearded Iris Brewing,American Imperial IPA,7.70%,south,36.1809983,-86.7860011
800,Hunahpu's Imperial Stout - Double Barrel Aged,"1,603",4.73,Cigar City Brewing,American Imperial Stout,11.00%,south-atlantic,27.959001,-82.5091911
801,Barrel Aged Imperial German Chocolate Cupcake Stout,250,4.72,Angry Chair Brewing,American Imperial Stout,11.00%,south-atlantic,28.0051338,-82.4592887
802,It Was All A Dream,116,4.73,J. Wakefield Brewing,American Imperial Stout,17.00%,south-atlantic,25.7995427,-80.19751649999999
803,Morning Wood,"1,160",4.64,Funky Buddha Brewery,American Imperial Porter,12.00%,south-atlantic,26.1743279,-80.13124979999999
804,Mexican Cake - Maple Bourbon Barrel-Aged,120,4.63,Westbrook Brewing Co.,American Imperial Stout,10.20%,south-atlantic,32.8466697,-79.8767999
805,Hunahpu's Imperial Stout,"4,358",4.57,Cigar City Brewing,American Imperial Stout,11.00%,south-atlantic,27.959001,-82.5091911
806,Miami Madness,424,4.57,J. Wakefield Brewing,Berliner Weisse,5.50%,south-atlantic,25.7995427,-80.19751649999999
807,I Let My Tape Rock,45,4.69,J. Wakefield Brewing,American Imperial Stout,17.00%,south-atlantic,25.7995427,-80.19751649999999
808,Last Buffalo In The Park,832,4.55,Funky Buddha Brewery,American Imperial Porter,11.50%,south-atlantic,26.1743279,-80.13124979999999
809,Wide Awake It's Morning,966,4.53,Funky Buddha Brewery,American Imperial Porter,10.00%,south-atlantic,26.1743279,-80.13124979999999
810,Imperial German Chocolate Cupcake Stout,217,4.55,Angry Chair Brewing,American Imperial Stout,11.50%,south-atlantic,28.0051338,-82.4592887
811,Label Us Notorious - Calvados BA Big Poppa,62,4.62,J. Wakefield Brewing,American Imperial Stout,17.00%,south-atlantic,25.7995427,-80.19751649999999
812,Citraquench'l,276,4.53,Heist Brewery,New England IPA,7.10%,south-atlantic,35.2452802,-80.80930550000001
813,DFPF,432,4.52,J. Wakefield Brewing,Berliner Weisse,3.50%,south-atlantic,25.7995427,-80.19751649999999
814,Hunahpu's Imperial Stout - Bourbon Barrel-Aged,376,4.51,Cigar City Brewing,American Imperial Stout,14.60%,south-atlantic,27.959001,-82.5091911
815,Mexican Siberius Maximus,69,4.58,The Wrecking Bar Brewpub,Russian Imperial Stout,11.00%,south-atlantic,33.7621792,-84.3499518
816,Double Orange Starfish,359,4.49,Aslin Beer Company,New England IPA,8.30%,south-atlantic,38.9563734,-77.3747662
817,Maple Bacon Coffee Porter,"2,142",4.47,Funky Buddha Brewery,American Porter,6.40%,south-atlantic,26.1743279,-80.13124979999999
818,Last Snow,"2,096",4.47,Funky Buddha Brewery,American Porter,6.40%,south-atlantic,26.1743279,-80.13124979999999
819,Caffè Americano,"1,147",4.47,Cigar City Brewing,American Imperial Stout,12.00%,south-atlantic,27.959001,-82.5091911
820,Snozzberry,253,4.48,Green Man Brewery,American Wild Ale,5.50%,south-atlantic,35.5886596,-82.55245839999999
821,Kentucky Christmas Morning,408,4.46,Hardywood Park Craft Brewery,English Sweet / Milk Stout,10.60%,south-atlantic,37.5645672,-77.4575783
822,Marshal Zhukov's Imperial Stout - Zhukov's Penultimate Push,353,4.46,Cigar City Brewing,Russian Imperial Stout,11.00%,south-atlantic,27.959001,-82.5091911
823,Foolery,216,4.47,Hardywood Park Craft Brewery,English Sweet / Milk Stout,13.00%,south-atlantic,37.5645672,-77.4575783
824,Trickery,509,4.45,Hardywood Park Craft Brewery,English Sweet / Milk Stout,13.50%,south-atlantic,37.5645672,-77.4575783
825,Master Of Karate,431,4.45,Aslin Beer Company,New England IPA,8.40%,south-atlantic,38.9563734,-77.3747662
826,Red Angel,298,4.45,Wicked Weed Brewing,American Wild Ale,7.00%,south-atlantic,35.591694,-82.55103249999999
827,Leon,560,4.44,Cigar City Brewing,British Barleywine,13.00%,south-atlantic,27.959001,-82.5091911
828,Rare DOS,410,4.44,Cycle Brewing,American Imperial Stout,10.00%,south-atlantic,27.771035,-82.640919
829,Big Poppa,122,4.47,J. Wakefield Brewing,American Imperial Stout,15.00%,south-atlantic,25.7995427,-80.19751649999999
830,Orange Starfish,335,4.44,Aslin Beer Company,New England IPA,5.70%,south-atlantic,38.9563734,-77.3747662
831,Talking Backwards Triple IPA,80,4.49,Ocelot Brewing Company,American Imperial IPA,10.80%,south-atlantic,38.96293970000001,-77.499291
832,Mexican Coffee Cake,307,4.44,Westbrook Brewing Co.,American Imperial Stout,10.50%,south-atlantic,32.8466697,-79.8767999
833,Never Never Again Again,54,4.52,The Veil Brewing Co.,Leipzig Gose,5.10%,south-atlantic,37.5683137,-77.4753443
834,whiteferrari,181,4.45,The Veil Brewing Co.,New England IPA,8.00%,south-atlantic,37.5683137,-77.4753443
835,RareR DOS,170,4.45,Cycle Brewing,American Imperial Stout,10.00%,south-atlantic,27.771035,-82.640919
836,Existence,39,4.55,Creature Comforts,American Imperial Stout,11.80%,south-atlantic,33.9589924,-83.3802906
837,Rocky Road,94,4.47,Angry Chair Brewing,American Imperial Stout,11.00%,south-atlantic,28.0051338,-82.4592887
838,Maple Bourbon Barrel Aged Hunahpu's Imperial Stout,30,4.59,Cigar City Brewing,American Imperial Stout,15.40%,south-atlantic,27.959001,-82.5091911
839,Marshal Zhukov's Imperial Stout - Bourbon Barrel Aged,99,4.46,Cigar City Brewing,American Imperial Stout,12.60%,south-atlantic,27.959001,-82.5091911
840,Bootsy,114,4.45,Green Man Brewery,American Wild Ale,9.00%,south-atlantic,35.5886596,-82.55245839999999
841,IdonteverEVERwanttoBU,92,4.46,The Veil Brewing Co.,New England IPA,9.30%,south-atlantic,37.5683137,-77.4753443
842,Mind The Hop,271,4.42,Aslin Beer Company,New England IPA,9.50%,south-atlantic,38.9563734,-77.3747662
843,Woke,65,4.48,Angry Chair Brewing,English Sweet / Milk Stout,10.00%,south-atlantic,28.0051338,-82.4592887
844,Cocodamia,27,4.59,Cycle Brewing,American Imperial Stout,Stout,south-atlantic,27.771035,-82.640919
845,Mexican Cake,"2,933",4.4,Westbrook Brewing Co.,American Imperial Stout,10.50%,south-atlantic,32.8466697,-79.8767999
846,Rare Noa,46,4.51,Cycle Brewing,American Imperial Stout,Stout,south-atlantic,27.771035,-82.640919
847,Bale,45,4.51,Aslin Beer Company,American Imperial Stout,13.50%,south-atlantic,38.9563734,-77.3747662
848,Double Tapped,14,4.76,The Virginia Beer Company,New England IPA,8.00%,south-atlantic,37.2721497,-76.6812818
849,Mexican Cake - Tequila Barrel-Aged,294,4.41,Westbrook Brewing Co.,American Imperial Stout,10.50%,south-atlantic,32.8466697,-79.8767999
850,Veruca Snozzberry Gose,107,4.44,Funky Buddha Brewery,Leipzig Gose,5.20%,south-atlantic,26.1743279,-80.13124979999999
851,Duende,58,4.48,Creature Comforts,American Imperial IPA,8.00%,south-atlantic,33.9589924,-83.3802906
852,Follow Your Heart Southward,40,4.51,Casita Cerveceria,American Imperial Stout,11.00%,south-atlantic,35.674,-77.64
853,Stellar Parallax,180,4.41,Aslin Beer Company,New England IPA,8.10%,south-atlantic,38.9563734,-77.3747662
854,Über Quench'l,51,4.48,Heist Brewery,American Imperial IPA,8.20%,south-atlantic,35.2452802,-80.80930550000001
855,Xquic's Maple Imperial Stout,33,4.53,Cigar City Brewing,American Imperial Stout,11.00%,south-atlantic,27.959001,-82.5091911
856,Tropicália,"1,337",4.38,Creature Comforts,American IPA,6.60%,south-atlantic,33.9589924,-83.3802906
857,Blurred Is The Word,91,4.43,Heist Brewery,New England IPA,6.80%,south-atlantic,35.2452802,-80.80930550000001
858,Lumberjack Morning Break - Bourbon Barrel-Aged,18,4.65,3 Sons Brewing Company,American Imperial Stout,13.00%,south-atlantic,26.0572409,-80.1434209
859,Johann The Mango Thief,110,4.42,Aslin Beer Company,New England IPA,9.40%,south-atlantic,38.9563734,-77.3747662
860,We Ded Mon,134,4.41,The Veil Brewing Co.,New England IPA,11.00%,south-atlantic,37.5683137,-77.4753443
861,Angry Chair / Prairie - Barrel Aged Adjunct Trail,11,4.82,Angry Chair Brewing,American Imperial Stout,11.00%,south-atlantic,28.0051338,-82.4592887
862,Pulp,252,4.39,Civil Society Brewing,American Pale Wheat Ale,6.30%,south-atlantic,26.889558,-80.11478199999999
863,Angel Of Darkness,166,4.4,Wicked Weed Brewing,American Wild Ale,11.00%,south-atlantic,35.591694,-82.55103249999999
864,Marshal Zhukov's Imperial Stout,"2,939",4.37,Cigar City Brewing,Russian Imperial Stout,11.80%,south-atlantic,27.959001,-82.5091911
865,Juan de Bolas,30,4.53,Aslin Beer Company,American Imperial Stout,15.00%,south-atlantic,38.9563734,-77.3747662
866,Blurred Up,42,4.48,Heist Brewery,American Imperial IPA,8.40%,south-atlantic,35.2452802,-80.80930550000001
867,Citronious,74,4.43,Calusa Brewing,New England IPA,6.50%,south-atlantic,27.2708823,-82.4837367
868,Framboos Morte,133,4.4,Wicked Weed Brewing,American Wild Ale,6.60%,south-atlantic,35.591694,-82.55103249999999
869,Ruse,104,4.41,Hardywood Park Craft Brewery,English Sweet / Milk Stout,11.30%,south-atlantic,37.5645672,-77.4575783
870,ImdonewithU,72,4.43,The Veil Brewing Co.,New England IPA,11.00%,south-atlantic,37.5683137,-77.4753443
871,Rare DOS 1,45,4.47,Cycle Brewing,American Imperial Stout,Stout,south-atlantic,27.771035,-82.640919
872,Big Sound Scotch Ale - Bourbon Barrel Aged,669,4.37,Cigar City Brewing,Scotch Ale / Wee Heavy,8.50%,south-atlantic,27.959001,-82.5091911
873,Vanilla Espresso Piiti Porter,41,4.48,Funky Buddha Brewery,American Porter,6.30%,south-atlantic,26.1743279,-80.13124979999999
874,German Chocolate Cupcake Stout,243,4.38,Angry Chair Brewing,English Sweet / Milk Stout,7.00%,south-atlantic,28.0051338,-82.4592887
875,Dunley Place,115,4.4,Aslin Beer Company,New England IPA,8.00%,south-atlantic,38.9563734,-77.3747662
876,Master Of Karate - Double Dry-Hopped,52,4.45,Aslin Beer Company,New England IPA,8.40%,south-atlantic,38.9563734,-77.3747662
877,Moat Water,404,4.37,Cigar City Brewing,English Sweet / Milk Stout,10.60%,south-atlantic,27.959001,-82.5091911
878,The Event Horizon,"1,828",4.36,Olde Hickory Brewery,American Imperial Stout,11.75%,south-atlantic,35.73117999999999,-81.3420877
